B3SA3	ITUB4	PETR4	BBDC4	PETR3	ABEV3	MGLU3	WEGE3	BBAS3	ITSA4	JBSS3	SUZB3	VALE3	NTCO3	LREN3	GNDI3	RENT3	LAME4	VVAR3	BBDC3	EQTL3	RAIL3	RADL3	BTOW3	VIVT4	UGPA3	BPAC11	GGBR4	SBSP3	BBSE3	BRFS3	KLBN11	BRDT3	CCRO3	HAPV3	HYPE3	SULA11	COGN3	CSAN3	TIMP3	ELET3	ENGI11	EGIE3	TOTS3	SANB11	CMIG4	BRAP4	IRBR3	YDUQ3	CSNA3	BRML3	ELET6	QUAL3	CRFB3	FLRY3	MRFG3	AZUL4	CYRE3	BRKM5	MULT3	GOAU4	EMBR3	CIEL3	MRVE3	ENBR3	CPFE3	USIM5	BEEF3	CVCB3	IGTA3	GOLL4	ECOR3	HGTX3
59.95	27.13	22.51	22.25	22.77	14.85	80.09	54.6	34.14	10.21	22.84	36.68	56.97	42.03	44.41	63.75	43.54	35.16	17.62	20.44	24.12	22.84	110.6	119.83	48.85	18.51	84.92	16.1	58.72	26.88	20.6	20.45	22.11	14.5	60.47	32.31	47.68	8.64	74.4	14.91	34.8	47.28	42.17	25.01	28.86	10.83	37.56	8.36	35.55	11.23	11.27	35.47	29.65	20.2	25.44	13.28	21.91	27.76	23.6	23.4	7.32	8.06	4.91	21.57	17.72	28.68	7.43	13.44	22.0	36.54	20.9	14.29	16.14
59.89	26.73	22.16	21.94	22.62	14.0	80.41	54.84	33.8	10.02	22.24	36.06	57.65	39.9	42.77	61.7	42.1	34.15	17.65	20.03	23.59	22.23	109.53	116.6	48.02	17.7	84.05	16.26	56.86	26.55	20.08	20.02	21.51	14.23	58.96	32.1	46.67	8.68	73.18	14.79	33.68	46.02	43.21	24.62	28.22	10.98	38.15	8.84	33.98	11.67	10.81	34.64	29.79	19.85	25.63	13.0	21.16	26.28	23.24	22.92	7.41	8.16	4.98	21.0	17.62	28.29	7.39	13.06	22.52	35.38	20.17	13.85	15.56
61.14	27.18	22.9	22.31	23.4	13.91	80.41	53.89	34.35	10.14	22.01	36.66	61.7	39.68	41.91	64.11	43.9	34.65	17.75	20.31	23.39	22.24	110.15	115.3	47.99	18.84	83.2	16.6	56.8	26.49	20.1	20.4	22.24	14.27	59.89	31.7	47.3	8.62	74.51	14.82	33.39	46.11	42.61	24.63	28.63	10.73	40.72	9.15	34.5	12.19	10.85	34.55	29.2	19.89	25.63	12.87	21.75	26.62	23.7	22.87	7.63	8.01	4.9	20.86	17.48	28.73	7.52	13.54	22.7	35.3	20.52	14.03	15.32
61.89	27.37	23.34	22.68	23.96	14.29	81.41	54.25	34.69	10.25	22.15	38.85	61.79	40.55	41.58	64.28	44.74	35.3	18.45	20.73	24.09	22.64	112.37	113.6	48.42	19.28	83.51	16.55	61.38	26.73	20.31	20.96	22.31	14.35	60.63	31.77	46.59	8.75	77.4	15.16	34.49	46.29	42.43	24.95	29.23	10.77	40.72	8.99	34.0	11.93	11.05	35.95	29.8	19.67	26.37	13.32	22.73	26.43	24.11	22.75	7.66	8.8	4.9	20.44	17.71	29.12	7.51	14.22	21.7	35.7	21.95	14.05	15.2
61.5	26.91	22.72	22.28	23.39	14.05	80.09	54.45	34.4	10.13	21.42	38.73	60.12	40.44	41.54	63.03	44.59	34.72	19.0	20.39	24.07	22.65	112.0	110.23	49.75	19.34	85.55	16.24	60.0	26.57	20.15	20.68	21.85	14.38	60.87	32.45	46.27	9.19	77.73	15.55	33.9	46.03	42.41	25.08	29.08	10.58	39.98	8.81	34.0	11.69	11.01	34.89	29.11	19.44	25.81	13.44	22.05	25.9	24.24	22.53	7.55	8.26	4.82	20.7	17.56	28.59	7.39	13.65	22.2	35.36	21.03	13.65	15.4
63.89	27.15	22.74	22.39	23.41	14.16	81.91	57.98	35.46	10.25	22.29	39.85	61.04	42.0	42.25	67.42	45.95	35.4	19.72	20.78	24.49	23.47	112.58	115.09	50.39	19.5	88.53	16.31	63.88	26.72	20.68	20.94	23.23	14.75	63.81	33.7	48.7	9.35	81.73	15.83	38.76	47.43	43.21	25.65	29.63	10.66	40.79	8.85	34.3	11.9	11.33	39.02	30.66	20.22	25.9	14.61	21.8	27.34	25.08	22.77	7.6	8.38	5.26	20.77	18.08	28.98	7.49	14.22	21.8	35.63	20.8	13.94	15.5
67.4	27.23	22.74	22.6	23.27	14.12	86.9	60.05	35.32	10.4	22.66	40.24	60.8	43.44	42.75	69.11	46.21	35.33	21.17	21.04	24.3	23.92	115.92	119.23	53.41	19.75	91.98	16.31	62.61	27.46	21.25	21.27	22.99	15.0	65.78	34.25	51.05	9.6	84.75	16.8	38.38	47.42	43.69	26.33	29.67	10.95	41.28	8.78	35.29	11.87	11.5	38.63	31.85	20.33	25.51	15.1	21.59	27.76	25.11	23.19	7.68	8.32	5.24	21.24	18.3	29.44	7.46	14.34	21.62	36.2	20.62	14.35	15.48
66.13	27.63	23.37	23.21	23.75	14.68	84.21	59.77	35.49	10.5	22.27	40.5	59.7	43.37	42.3	68.27	46.89	35.64	20.62	21.39	24.04	23.52	117.12	118.82	52.79	19.8	88.8	16.15	62.15	27.36	20.89	20.99	23.34	14.9	65.5	33.75	50.45	9.4	83.63	16.6	37.19	46.88	43.13	26.21	30.51	10.83	40.75	8.38	35.0	11.66	11.49	37.61	29.81	20.9	25.25	15.28	21.8	27.17	24.61	23.03	7.57	8.5	5.33	20.66	17.95	29.44	7.39	14.37	22.65	36.76	20.66	14.04	15.38
66.7	27.0	23.05	22.81	23.5	14.71	84.56	68.07	35.2	10.5	22.06	39.5	59.24	43.48	42.68	69.65	46.39	36.6	21.29	21.13	24.3	23.22	117.95	125.12	51.5	19.73	88.7	16.74	63.22	27.47	20.58	21.15	23.11	14.77	65.1	33.59	50.84	9.39	84.02	16.13	37.52	48.05	43.61	26.24	29.4	11.66	41.4	8.04	34.59	11.81	10.93	37.95	28.1	20.85	24.95	15.36	21.68	27.07	24.22	22.17	7.97	8.31	5.52	20.49	18.11	29.98	7.51	14.27	21.9	35.25	20.0	13.95	15.41
65.52	26.43	22.57	22.48	23.23	14.4	80.31	66.85	34.35	10.35	22.36	40.74	58.85	42.8	41.07	67.21	45.88	35.76	19.8	20.87	24.21	22.75	114.4	119.59	49.58	19.15	87.4	16.39	61.2	27.03	20.4	21.36	22.65	14.6	64.31	33.74	49.96	8.75	82.96	14.77	36.9	48.24	43.01	26.17	28.79	11.42	40.97	7.72	34.05	11.65	10.42	37.52	28.52	20.5	24.29	15.16	20.95	26.1	24.03	21.81	7.67	8.22	5.22	19.92	17.95	29.87	7.31	14.0	21.1	34.24	19.1	13.6	14.78
65.35	26.4	22.73	22.62	23.33	14.93	79.58	66.58	33.95	10.43	22.07	42.3	58.6	42.6	41.2	68.06	44.7	35.53	19.54	20.71	24.64	22.3	114.15	121.18	49.27	19.15	86.92	17.14	61.54	27.15	20.33	21.45	22.44	14.64	65.69	34.25	50.69	8.28	82.44	14.41	36.55	47.7	43.39	26.3	28.86	11.3	41.34	8.2	33.45	11.61	10.3	37.34	28.2	20.63	24.43	14.83	20.54	25.84	24.14	21.37	7.89	8.02	5.27	19.48	18.36	30.46	7.55	14.0	20.64	33.68	18.84	13.72	14.62
66.23	27.73	23.2	23.66	23.77	15.28	79.26	69.95	34.91	11.0	21.98	41.67	61.37	43.18	40.0	67.01	45.41	35.07	18.91	21.56	25.01	22.73	117.66	120.5	49.75	19.39	87.71	17.84	60.89	27.63	20.12	21.44	22.41	14.76	64.62	36.25	49.67	8.33	83.0	14.57	37.7	49.19	43.57	26.18	29.35	11.62	43.64	8.04	33.4	12.24	10.13	38.04	28.6	21.36	24.3	14.88	20.71	25.98	24.04	21.26	8.25	8.02	5.24	19.66	18.49	31.21	8.09	14.08	21.01	33.77	18.52	13.58	14.87
65.23	27.57	22.8	23.5	23.39	15.09	80.31	67.19	35.03	10.86	22.25	42.0	60.34	44.12	40.15	68.05	44.89	34.72	20.41	21.41	24.85	22.81	117.5	121.83	50.97	19.5	84.87	17.73	60.12	27.22	21.3	21.14	22.36	14.45	65.18	36.18	49.09	9.0	82.65	14.88	37.32	49.71	43.16	25.89	29.73	11.65	42.92	8.07	33.38	12.3	10.31	37.92	28.07	22.5	24.54	14.95	21.52	25.66	23.8	21.59	8.17	8.17	5.12	19.65	18.13	31.2	7.99	14.74	21.49	34.58	19.08	13.33	14.61
64.63	28.22	23.17	24.24	23.83	15.15	80.12	66.98	35.95	11.11	22.17	41.49	62.95	47.09	41.7	67.42	45.07	34.82	20.12	22.04	24.85	22.45	120.6	123.41	50.6	19.45	87.9	17.99	58.96	27.39	21.86	21.05	22.78	14.67	65.5	36.2	51.09	9.24	84.05	14.89	38.14	49.07	43.7	26.03	30.78	11.46	44.03	8.05	33.48	13.0	10.34	38.8	28.39	22.31	24.89	14.55	20.96	26.9	23.99	21.9	8.22	8.18	4.9399999999999995	19.96	18.4	31.4	8.15	14.09	21.44	34.58	18.45	13.44	15.0
64.61	27.74	22.82	23.39	23.32	14.55	83.2	68.0	34.8	10.89	21.97	42.22	61.27	48.67	41.39	68.9	49.96	35.02	20.2	21.49	25.45	22.73	125.27	122.0	51.13	19.75	86.86	17.74	59.14	27.22	21.2	21.29	22.49	14.83	66.2	36.26	50.85	9.46	88.1	14.8	38.15	49.12	43.87	26.06	30.87	11.51	42.86	7.9399999999999995	35.09	12.78	10.3	39.19	28.73	22.65	25.63	14.63	21.02	27.62	23.81	21.6	8.12	7.95	4.84	19.75	18.52	31.73	8.21	13.97	21.5	34.3	18.55	13.58	15.19
63.44	26.82	22.2	22.42	22.7	13.9	80.71	67.35	33.58	10.65	21.54	42.0	60.71	47.04	41.13	66.76	50.92	34.1	19.52	20.72	25.53	22.22	124.1	119.32	52.65	18.94	86.42	17.45	60.85	26.99	20.7	20.66	22.2	14.96	65.14	36.12	50.7	8.28	90.4	15.75	36.94	48.85	45.34	25.77	29.71	11.29	43.05	7.84	33.89	12.25	9.9	38.45	28.0	22.44	25.61	14.41	20.31	27.42	22.8	21.14	8.04	7.61	5.37	19.14	18.56	31.4	8.13	13.58	20.8	33.55	17.91	14.52	14.8
63.89	27.23	21.8	22.18	22.34	13.71	82.57	66.57	34.35	10.68	22.5	43.09	60.26	46.61	40.82	68.66	50.29	34.39	20.11	20.64	25.35	22.05	118.46	126.0	51.0	18.96	89.75	17.5	60.14	27.42	20.63	20.87	21.8	14.58	65.21	36.09	50.05	7.85	88.01	15.28	37.55	48.63	45.29	25.77	29.47	11.31	43.24	7.58	33.75	13.02	9.59	38.5	27.99	21.92	26.44	14.5	20.1	26.75	23.3	20.58	8.07	7.66	5.4	18.46	18.34	31.04	8.4	13.42	20.0	32.8	17.63	14.18	14.37
63.22	25.64	21.78	21.72	22.31	13.4	82.5	66.79	33.3	10.19	21.96	42.08	60.7	46.74	39.48	66.2	49.9	34.1	19.86	20.02	24.8	21.57	118.41	122.99	50.6	18.85	87.2	17.48	58.87	27.25	20.39	20.85	21.4	14.19	64.16	36.3	50.24	7.4	86.14	15.07	37.0	47.58	45.05	25.88	28.64	11.06	42.92	7.48	32.72	12.76	9.45	38.29	27.92	21.6	26.1	14.15	19.82	25.89	22.57	20.3	8.08	7.47	5.13	18.58	17.93	30.57	8.18	13.19	18.92	32.46	17.65	13.9	14.02
63.5	25.62	23.18	21.82	23.75	13.18	83.0	68.2	33.33	10.18	21.81	45.28	62.19	47.81	40.74	67.99	51.01	34.19	20.0	20.14	25.17	21.89	117.95	121.5	50.19	18.89	88.2	18.52	58.45	27.36	20.66	22.89	22.17	14.24	65.27	35.27	50.78	7.38	87.91	14.88	36.7	47.69	44.55	25.94	28.83	10.97	44.24	7.41	32.75	13.12	10.18	38.22	28.13	21.4	26.2	14.06	20.16	26.23	23.4	21.93	8.53	7.66	5.06	18.86	17.82	30.85	8.5	13.31	19.85	34.98	17.63	14.08	14.23
64.05	25.98	23.22	21.97	23.83	13.26	85.91	69.83	34.35	10.3	22.05	46.32	61.83	48.03	42.85	70.57	51.63	34.55	19.59	20.42	25.02	22.77	118.64	123.01	51.36	19.06	89.64	18.06	59.62	27.9	21.91	23.25	22.49	14.68	66.25	35.06	50.88	7.27	87.86	15.2	38.04	49.08	45.64	28.76	29.62	11.41	43.85	7.71	33.38	13.11	11.32	39.45	28.88	21.3	25.9	13.94	21.45	26.2	24.1	23.61	8.32	7.58	5.6	18.99	18.29	31.76	8.33	13.24	19.59	36.65	18.6	14.45	14.78
62.55	25.43	22.79	21.84	23.31	13.31	85.65	68.45	34.11	10.19	21.67	46.18	60.45	46.79	43.22	70.43	50.81	34.49	19.03	20.29	24.65	23.33	119.01	121.67	50.61	19.22	87.76	17.61	59.49	27.69	22.42	23.07	22.11	14.47	65.52	34.44	49.4	7.29	87.1	15.42	37.66	48.77	45.41	28.72	29.25	11.18	43.19	7.64	32.18	12.95	10.84	39.28	28.68	21.25	26.04	13.86	21.01	25.84	23.39	22.8	8.1	7.5	5.25	18.55	17.98	31.18	8.3	13.11	19.01	35.85	17.97	14.54	15.86
62.25	25.76	23.45	22.03	24.1	13.24	81.93	68.99	34.43	10.34	21.95	47.36	62.2	46.45	42.65	68.66	50.91	33.98	19.17	20.46	24.6	22.87	115.9	121.78	51.84	19.02	88.88	18.26	58.99	27.87	21.92	23.38	22.07	14.35	64.4	34.01	49.1	7.39	86.98	15.8	37.25	48.93	45.31	26.59	30.34	11.19	44.39	7.53	32.03	13.97	10.86	38.98	28.3	21.3	25.98	14.16	21.78	25.62	25.57	22.78	8.44	7.93	5.15	18.3	17.9	31.3	8.68	13.07	19.1	36.08	17.98	14.21	15.05
60.84	25.46	23.08	21.85	23.69	13.41	80.99	67.37	33.93	10.18	21.81	46.9	60.28	45.84	42.49	67.79	50.79	34.67	18.74	20.2	23.91	22.29	114.33	120.0	50.81	18.81	87.31	18.15	57.13	28.04	22.37	23.95	21.81	14.12	62.73	33.6	49.62	7.33	84.0	15.52	36.65	47.77	44.8	27.51	29.79	11.01	43.27	7.98	32.32	13.92	11.03	38.44	28.5	20.85	25.96	14.05	23.32	25.09	24.74	23.69	8.31	8.02	5.06	17.95	17.76	30.74	8.48	13.03	20.35	36.7	19.5	13.95	15.79
61.5	25.17	23.48	21.65	24.05	13.48	80.06	68.0	33.75	10.09	22.37	47.23	61.5	46.62	41.85	65.57	50.45	35.14	18.16	20.1	24.01	22.53	111.5	120.26	49.59	18.66	87.35	18.11	56.47	28.08	22.7	24.52	21.61	13.85	61.31	33.85	47.87	7.19	83.5	15.29	35.87	46.21	43.78	28.0	29.95	10.77	43.99	7.7	31.98	13.81	10.59	37.15	27.9	20.32	25.16	14.72	22.88	24.4	24.67	23.42	8.32	7.8	5.03	17.75	17.67	30.2	8.64	13.25	19.72	35.73	18.75	13.71	14.85
60.65	24.45	22.84	21.2	23.34	13.21	80.45	68.9	33.07	9.84	22.15	47.67	60.35	47.54	40.64	66.31	49.02	35.3	18.78	19.51	23.56	22.02	110.09	122.0	49.0	18.55	85.46	17.86	56.1	27.1	20.93	25.25	20.95	13.65	62.61	33.09	47.05	6.92	83.05	15.11	33.38	44.58	43.11	27.89	28.85	10.42	43.27	7.5600000000000005	31.43	13.69	9.77	35.15	28.3	19.77	25.02	14.78	22.01	23.91	24.08	22.03	8.26	7.6	4.99	17.9	17.43	29.8	8.69	12.9	18.93	33.97	18.23	13.43	14.9
60.57	24.68	22.67	21.23	23.25	13.26	81.76	69.17	33.18	9.91	23.3	50.49	61.35	51.43	41.61	66.84	49.58	34.24	18.6	19.67	24.01	22.81	112.98	113.6	50.11	18.78	82.6	17.99	56.42	27.04	20.7	25.15	21.09	13.5	64.12	33.5	47.6	7.19	82.8	15.24	34.08	44.72	43.79	27.77	28.9	10.4	44.3	7.64	31.35	13.68	10.25	35.64	28.13	20.19	24.76	15.26	22.49	24.36	23.97	22.67	8.31	7.68	4.95	18.3	17.59	30.03	8.78	13.04	19.44	34.77	18.68	13.37	16.43
58.1	24.09	22.6	20.61	23.26	12.85	81.65	67.97	32.33	9.61	23.89	50.98	62.23	50.87	40.58	65.84	47.72	33.12	17.54	19.15	23.41	22.22	110.38	108.46	49.24	18.27	79.11	18.02	54.51	26.25	20.98	25.68	20.55	13.03	62.45	32.46	47.14	6.88	81.55	14.66	31.81	43.33	42.9	27.0	28.71	10.19	44.94	7.47	30.39	13.94	9.65	33.8	27.29	19.7	24.36	16.08	21.25	23.5	23.45	21.85	8.36	7.39	4.8	17.44	17.24	29.03	8.85	13.28	18.87	33.22	17.55	12.8	15.06
61.8	24.24	23.02	20.83	23.61	13.08	89.5	67.7	32.77	9.8	23.86	52.0	63.06	51.4	41.31	67.0	49.6	33.68	18.97	19.42	23.96	22.48	110.95	114.4	49.91	18.81	85.71	19.49	55.55	27.02	21.09	25.87	21.5	13.59	62.93	32.88	48.46	6.96	85.17	14.87	32.58	44.82	43.29	28.0	29.06	10.46	46.35	7.55	31.4	14.82	9.75	34.37	28.39	20.07	24.99	16.25	21.8	24.33	23.98	21.84	8.95	7.39	4.84	18.8	17.55	29.89	9.45	13.41	19.34	33.72	18.14	13.69	15.67
59.57	24.12	22.89	20.75	23.51	12.85	89.7	65.88	32.62	9.73	24.61	50.63	62.39	50.84	39.76	65.34	49.01	32.75	19.28	19.35	23.32	22.37	107.14	112.39	49.32	19.69	83.88	20.02	52.75	26.52	20.83	25.77	21.25	13.62	61.98	31.75	46.41	6.58	82.96	14.71	31.67	43.88	43.03	27.7	29.0	10.52	46.11	7.19	31.0	14.89	9.56	33.16	27.84	19.65	24.75	17.22	21.47	23.55	23.68	21.56	9.16	7.16	4.9	18.3	17.39	29.35	9.65	13.43	18.94	33.44	17.75	13.69	15.75
62.12	24.08	22.7	20.63	23.23	12.88	87.02	67.0	32.5	9.68	24.34	52.45	62.85	50.01	41.16	65.22	50.0	32.82	19.58	19.22	23.48	22.67	108.23	113.1	49.4	19.97	82.98	20.29	51.23	26.45	20.68	26.0	21.85	13.67	62.22	31.98	47.3	6.62	83.74	14.59	31.93	44.18	42.74	27.5	28.9	10.45	46.34	7.34	31.97	14.76	9.92	32.9	27.36	19.71	24.78	17.59	21.64	24.39	24.22	22.51	9.28	7.19	4.89	18.75	17.3	29.3	9.8	13.58	19.2	34.38	17.7	13.75	15.9
